NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value,Score4Label,Score4Type,Score4Value
373737,1824922, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1021031, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1974723, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1493934, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,226,CPI,Scale,50, , , 
373737,1432692, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1881420, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1832429, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1515953, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1687522, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,220,CPI,Scale,50, , , 
373737,1500047, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,280,CPI,Scale,100, , , 
373737,1821888, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1565358, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1363337, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2 - W,Scaled Score,Scale,218,CPI,Scale,25, , , 
373737,1301918, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1436313, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,272,CPI,Scale,100, , , 
373737,1141176, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,272,CPI,Scale,100, , , 
373737,1888993, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1315897, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1288545, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1097761, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1026852, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1364929, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,224,CPI,Scale,50, , , 
373737,1630001, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1421054, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1464805, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1123098, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1921526, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,234,CPI,Scale,75, , , 
373737,1377360, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,236,CPI,Scale,75, , , 
373737,1154727, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1599302, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,276,CPI,Scale,100, , , 
373737,1344135, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1629253, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,236,CPI,Scale,75, , , 
373737,1534288, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,236,CPI,Scale,75, , , 
373737,1594681, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2 - W,Scaled Score,Scale, ,CPI,Scale,100, , , 
373737,1918368, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,248,CPI,Scale,100, , , 
373737,1514029, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1165028, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1447133, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1495513, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,230,CPI,Scale,75, , , 
373737,1119170, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1741120, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1753720, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1673629, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1040537, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1334870, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1036929, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1198795, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1140498, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1140471, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1007322, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1641476, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2 - W,Scaled Score,Scale,212,CPI,Scale,25, , , 
373737,1858271, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2 - W,Scaled Score,Scale,218,CPI,Scale,25, , , 
373737,1104017, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,220,CPI,Scale,50, , , 
373737,1526075, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,226,CPI,Scale,50, , , 
373737,1864768, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1726668, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1124586, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1019893, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1098731, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1527163, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,222,CPI,Scale,50, , , 
373737,1222775, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,280,CPI,Scale,100, , , 
373737,1571157, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1190391, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1930643, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,268,CPI,Scale,100, , , 
373737,1992660, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,272,CPI,Scale,100, , , 
373737,1562235, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,234,CPI,Scale,75, , , 
373737,1276719, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,234,CPI,Scale,75, , , 
373737,1871635, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1014808, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1369633, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1939826, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,272,CPI,Scale,100, , , 
373737,1505211, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,236,CPI,Scale,75, , , 
373737,1502182, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,230,CPI,Scale,75, , , 
373737,1261318, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1920461, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2 - W,Scaled Score,Scale,214,CPI,Scale,25, , , 
373737,1090164, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,224,CPI,Scale,50, , , 
373737,1776552, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1347607, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1965821, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1335129, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,268,CPI,Scale,100, , , 
373737,1400395, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1105235, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1251260, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,272,CPI,Scale,100, , , 
373737,1442215, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1758573, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1117678, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,276,CPI,Scale,100, , , 
373737,1962539, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1043465, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1362204, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,232,CPI,Scale,75, , , 
373737,1021280, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,236,CPI,Scale,75, , , 
373737,1663267, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1738216, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,268,CPI,Scale,100, , , 
373737,1591473, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,228,CPI,Scale,50, , , 
373737,1269987, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,264,CPI,Scale,100, , , 
373737,1259066, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1905282, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1027673, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1298409, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1692377, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1095249, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1960908, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,248,CPI,Scale,100, , , 
373737,1746928, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3 - NI,Scaled Score,Scale,230,CPI,Scale,75, , , 
373737,1042122, ,6,4/1/20,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1481642, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1404751, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1854816, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1672280, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,220,CPI,Scale,50, , , 
373737,1769869, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,270,CPI,Scale,100, , , 
373737,1682396, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1548617, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1054133, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1895082, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,232,CPI,Scale,75, , , 
373737,1885453, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1286185, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,248,CPI,Scale,100, , , 
373737,1152008, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1120339, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1810046, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,258,CPI,Scale,100, , , 
373737,1512345, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1763525, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,2 - W,Scaled Score,Scale, ,CPI,Scale,100, , , 
373737,1508735, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,248,CPI,Scale,100, , , 
373737,1395636, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1194204, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1051307, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,228,CPI,Scale,50, , , 
373737,1119084, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1488724, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,222,CPI,Scale,50, , , 
373737,1132156, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1559306, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,236,CPI,Scale,75, , , 
373737,1288256, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1565115, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,224,CPI,Scale,50, , , 
373737,1757199, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1303982, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1923659, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1241224, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1353436, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1644338, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1776510, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1637312, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1595430, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1764054, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1119418, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,260,CPI,Scale,100, , , 
373737,1094030, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1509636, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1387202, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1965745, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1849220, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1587119, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,232,CPI,Scale,75, , , 
373737,1177573, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,278,CPI,Scale,100, , , 
373737,1178504, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1946020, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1734736, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,268,CPI,Scale,100, , , 
373737,1159502, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1251434, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1426327, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,254,CPI,Scale,100, , , 
373737,1621310, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,222,CPI,Scale,50, , , 
373737,1653830, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1963281, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1659830, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,232,CPI,Scale,75, , , 
373737,1468091, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1919540, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1984394, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1005395, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1431644, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,260,CPI,Scale,100, , , 
373737,1563990, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1010625, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,222,CPI,Scale,50, , , 
373737,1940696, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,240,CPI,Scale,100, , , 
373737,1830860, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1811662, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,5 - A,Scaled Score,Scale,262,CPI,Scale,100, , , 
373737,1729204, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,256,CPI,Scale,100, , , 
373737,1699866, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1016237, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,252,CPI,Scale,100, , , 
373737,1845805, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,246,CPI,Scale,100, , , 
373737,1133521, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
373737,1882495, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,250,CPI,Scale,100, , , 
373737,1750471, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1640355, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,2 - W,Scaled Score,Scale,218,CPI,Scale,25, , , 
373737,1926820, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,242,CPI,Scale,100, , , 
373737,1738136, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,222,CPI,Scale,50, , , 
373737,1466157, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,4 - P,Scaled Score,Scale,244,CPI,Scale,100, , , 
373737,1072687, ,7,4/1/20,MCAS,MCAS ELA,ELA,7,Performance Level,Level,3 - NI,Scaled Score,Scale,238,CPI,Scale,75, , , 
